code,estrato,texto,anotador_1,anotador_2,notas
7501011178854,sintetico,"Papas deshidratadas, aceite vegetal de maíz *, aceite vegetal de canola *, aceite vegetal de semilla de algodón *, almidón de papa, harina de arroz, azúcar, emulsionante (mono y diglicéridos de ácidos grasos), emulsionante (lecitina de soja *), sazonador artificial (saborizante a queso cheddar (sal, maltodextrina de maíz *, queso cheddar [leche, cultivos de queso, sal, enzimas]), aceite vegetal, concentrado de proteínas de suero de leche, suero de leche, acentuador de sabor (glutamato monosódico), cebolla en polvo, sólidos de jarabe de maíz *, suero de mantequilla, emulsionante (fosfato disódico), regulador de acidez (ácido cítrico), saborizantes naturales, saborizantes artificiales, colorantes artificiales (tartrazina laca, amarillo ocaso laca, amarillo ocaso, tartrazina), regulador de acidez (ácido láctico), especias, lactosa, caseinato de sodio, leche descremada, acentuador de sabor (inosinato disódico, guanilato disódico), antiaglutinante (dióxido de silicio)), *: genéricamente modificada.",,,
7501000309726,sintetico,"HARINA DE TRIGO (GLUTEN), AZÚCAR, LECHE RECONSTITUIDA (15%), UVA PASA (6,8%), HUEVO, JARABE DE MAÍZ, ACEITE VEGETAL, LEVADURA, MONOESTEARATO DE SORBITÁN, ALCOHOL ETÍLICO (0,5%), GLUTEN DE TRIGO, MARGARINA (LECITINA DE SOYA), MONO Y DIGLICERIDOS, ÉSTERES DE POLIGLICEROL DE ÁCIDOS GRASOS, ESTEARATO DE POTASIO, GLICEROL, CANELA (0,5%), SAL YODADA, PROPIONATO DE CALCIO, ESTERES DE ÁCIDO DIACETIL TARTARICO, ENZIMAS, ÁCIDO SÓRBICO, CELULOSA, ESTEVIA (2 mg/100g), PUEDE CONTENER: AJONJOLÍ, NUEZ, ALMENDRA, COCO, CACAHUATE Y AMARILLO 5.",,,
7501030463764,sintetico,"INGREDIENTES: HARINA DE TRIGO
(GLUTEN), GRASA VEGETAL, AZUCAR,
JARABE DE MAIZ DE ALTA FRUCTOSA, SAL
YODADA, BICARBONATO DE SODIO,
LECITINA DE SOYA, SAEORIZANTE
ARTIFICIAL Y NATURAL, HIEHRO, ZINC,
VITAMINA A. AMARILLO 5. PUEDE
CONTENER: LECHE, HUEVO, AJONJOLI,
NUEZ, ALMENDRA, COCO Y CACAHUATE.",,,
7506443101968,sintetico,"Leche parcialmente descremada pasteurizada, m&M's minis® chocolates con leche confitados 10,7%: [Chocolate con leche 75% (azúcares añadidos (azúcar), pasta de cacao, leche en polvo, manteca de cacao, sólidos de la leche, grasa butírica, <span class=""allergen"">lecitina de soya</span>, sal, saborizantes artificiales y naturales); Confitado 25% (azúcares añadidos (azúcar y jarabe de maíz), azul 1, amarillo 6, amarillo 5 (tartrazina), dióxido de titanio, almidón de maíz, dextrina y cera de carnauba)], concentrado sabor vainilla 7,1% (azúcares añadidos (azúcar), almidón modificado, sabor vainilla, goma xantana, sorbato de potasio, ácido cítrico y citrato de sodio), azúcares añadidos (azúcar y sólidos de jarabe de maíz), almidón modificado, grenetina y cultivos lácticos.
*Contiene: Leche, <span class=""allergen"">soya</span> y tartrazina. Puede contener<span class=""allergen"">: Cacahuete</span>, <span class=""allergen"">almendra</span>, <span class=""allergen"">nueces</span> (pecana, de castilla, de la India), pistache, <span class=""allergen"">gluten</span> y fresa.",,,
0735257002469,sintetico,"AZÚCARES AÑADIDOS (AZÚCAR), GRENETINA, ÁCIDO CÍTRICO, SABORIZANTE ARTIFICIAL A LIMÓN, SAL YODADA, EDULCORANTES ARTIFICIALES (SUCRALOSA 104,1 mg/100 g Y ACESULFAME POTÁSICO 44,6 mg/100 g), ÁCIDO MALICO, FOSFATO TRICÁLCICO Y COLORANTES ARTIFICIALES (TARTRAZINA Y AZUL BRILLANTE FCF). ⓇMARCA REGISTRADA PRODUCTOS ALIMENTICIOS Y DIETÉTICOS RELÁMPAGO, S.A. DE C.V. AVENIDA LAS MISIONES No. 7, COL. PARQUE INDUSTRIAL BERNARDO QUINTANA, C.P. 76246, EL MARQUÉS, QUERÉTARO.",,,
0016757631107,sintetico,"Azúcares añadidos (sacarosa y glucosa) almidón de maíz modificado, chile en polvo, sal yodada, ácido cítrico, goma arábiga, saborizante y colorante artificial (amarillo ocaso FCF), benzoato de sodio y BHT como conservadores. 757 Puede contener: colorantes artificiales que causen alergias a personas susceptibles. dentes A/ores afedidos eryglzsanidon de maiz dhie en poho, sal yodada, c pome arbigs, saborizante ertb t ararillo ocaso eab de sodio y BTH como consevadores SUGERENC ESTE PROD RESALTA oata Clomates artificiales Declarac",,,
7506443108868,sintetico,"Leche parcialmente descremada concentrada pasteurizada, preparado de plátano, avena y canela 13% (azúcares añadidos (fructosa y azúcar), plátano, alulosa, avena, almidón modificado, saborizantes, ácido cítrico, canela, pectina, sorbato de potasio, caramelo clase IV, carbonato de calcio amarillo 5 (tartrazina)), inulina, almidón modificado, maltodextrina, lactasa y cultivos lácticos. Contiene: Gluten, leche yamarillo 5 (tartrazina). Puede contener: Nuez, soya, trige, u 1 fresa y sulfitos. Grasa de leche 1,76%. Lactosa &lt;10g/L de conformidad con la NOM-181-SCFI/SAGARPA-2018. DANC CONSENTS EN REFE DECLARACION NUTRIMENTAL POR 100 g: Contenido energética 83 kcal (350,5 kJ); Proteínas (g) 5,3; Grasas totales (g) 1,8, Grasas saturadas (g) 1,1, Grasas trans (mg) 0; Hidratos de carbono disponibles (g) 11,4, Azúcares (g) 7,4, Azúcares añadidos (2; Fibra dietética (g) 1,9; Sodio (mg) 45,4; Calcio (mg) 166,6. Contenido energético por envase: 539,5 kcal (2278,3 kJ). Hecho en México. Danone de México, S.A. de C.V., Av. Irapuato No. 2030, Col. Ciudad Industrial, C.P. 36541, Irapuato, Gto., Mex SA de CV. Urb. Madre Selva, Edif. Avante Penthouse 10-01 10-03 Importado y distribuido en El Salvador por Danone El Salvador, Col. Santa Elena, Antiguo Cuscatlán, La Libertad, El Salvador. Tel +503-21300394. Importado y distribuido en Guatemala por Danone de Guatemala, S.A. 8a. Av. 3-02 zona 3, San Miguel petapa, Guatemala PBX 6670-7800. Danone contigo 55 5292 1096/800 5046900 contacto@danone.com www.danone.com.mx 105576",,,
7501011115590,sintetico,"Papa, aceite vegetal (contiene tbhq), condimento [Sólidos de la Leche, Sal Yodada, Saborizantes, Dextrosa, Ácido Cítrico, Azúcar, Sólidos de Maíz, Glutamato Monosódico, Aceite de Soya Parcialmente Hidrogenado, Maltodextrina, Harina de Maíz, Tartrazina, Azul Brillante FCF, Rojo Allura AC].",,,
7501011151703,sintetico,"AZÚCARES AÑADIDOS (AZÚCAR, GLUCOSA), SAL YODADA, ACIDO CÍTRICO, GOMA BASE, CHILE, MALTODEXTRINA, SABORIZANTES ARTIFICIALES, GOMA ARÁBIGA, ÁCIDO MÁLICO, HARINA DE MAÍZ NIXTAMALIZADO, ACEITE VEGETAL, GLICERINA, DIÓXIDO DE SILICIO, ROJO ALLURA AC, TARTRAZINA, AMARILLO OCASO FCF, AZUL BRILLANTE FCF, FIBRA DE AVENA, CARBONATO DE MAGNESIO, CARBONATO DE SODIO, FOSFATO DE MAGNESIO, BHT",,,
7501011150690,sintetico,"CEREAL DE MAÍZ, ACEITE VEGETAL, CONDIMENTO [MALTODEXTRINA, SAL YODADA, ÁCIDO CITRICO, PROTEİNA VEGETAL HIDROLIZADA DE SOYA, GLUTAMATO MONOSÓDICO, SABORIZANTES (CONTIENE <span class=""allergen"">SOYA</span> Y <span class=""allergen"">GLUTEN</span> (<span class=""allergen"">CEBADA</span>)), CLORURO DE POTASIO, AZÚCAR, ROJO ALLURA AC, MEZCLA DE QUESOS, BICARBONATO DE SODIO, ESPECIAS, HIDROLIZADO DE LEVADURA, ALMIDÓN MODIFICADO, ACEITE VEGETAL, GUANILATO DE SODIO, INOSINATO DE SODIO, ÁCIDO MÁLICO, DÍÓXIDO DE SILICIO, ESTEARATO DE CALCIO, AMARILLO OCASÓ FCF CARAMELO CLASE IV, CHILE, SILICATO DE CALCIO, COLOR CARAMELO, ÁCIDO LACTICO], FOSFÁTIDOS DE AMONIO, AMARILLO OCASO FCF, POLIGLICEROL DE POLIRRICINOLEATO,",,,
7501000398409,sintetico,"PAPA NATURAL, ACEITE VEGETAL, SAZONADOR (MALTODEXTRINA, SAL YODADA, GMS, DIACETATO SODICO, AJO Y CEBOLLA EN POLVO, SOLIDOS DE LA LECHE, AZÚCAR, ÁCIDO CÍTRICO, SABORIZANTE NATURAL E IDÉNTICO AL NATURAL, LACA AMARILLO 5 Y AMARILLO 6), EXTRACTO DE LEVADURA, GUANILATO E INOSINATO DE SODIO, CASEINATO, MONOFOSFATO DIPOTÁSICO, MONOESTEARINA Y BHA).",,,
7501000148288,sintetico,"HARINA DE MAIZ, ACEITE VEGETAL, SAZONADOR (MALTODEXTRINA, SAL YODADA, ACEITE VEGETAL HIDROGENADO, GMS, TOMATE EN POLVO, ÁCIDO CÍTRICO, CEBOLLA Y AJO EN POLVO, ALMIDÓN MODIFICADO, AZÚCAR, ÁCIDO ACETICO, CASEINATO DE SODIO (LECHE), MONOFOSFATO DIPOTÁSICO, ESPECIAS, SABORIZANTES NATURALES Y ARTIFICIALES, INOSINATO DE SODIO, GUANILATO DE SODIO, MONO Y DIGLICERIDOS, AMARILLO 5, BHA, AZUL1, ROJO 40), SABORIZANTE ARTIFICIAL.",,,
7501011167728,sintetico,"CEREAL DE MAÍZ DE GRANO ENTERO (CON GERMEN Y CASCARILLA) (27%), CEREAL DE MAIZ, ACEITE VEGETAL (CONTIENE TBHO CONDIMENTO [SÓLIDOS DE LA LECHE, MALTODEXTRINA, ŠABORIZANTES, SAL YODADA,<span class=""allergen"">QUESOS</span>, ACEITE VEGETAL, DEXTROSA, HARINA DE MAÍZ, CHILE,GRASA BUTIRICA, ESPECIAS,GLUTAMATO MONOSODICO, DIOXIDO DE SILICIO, ÁCIDO LACTICO, CITRATO DE SODIO, TARTRAZINA, EXTRACTO DE PAPRIKA, ACHIOTE, AMARILLO OCASO FCF,GOMA ARÁBIGA, AZUL BRILLANTE FCF,ROJO ALLURA AC, FOSFATO DE SODIO, HIDROLIZADO DE LEVADURA, ACIDO MALICO, FOSFATO DE POTASIO, ÁCIDO CÍTRICO, ALMIDON, ALMIDÓN MODIFICADO, LECHE DESCREMADA, MONOGLICERIDOS, GUANILATO DISÓDICO, INOSINATO DISÓDICO, <span class=""allergen"">MANTEQUILLA</span>, ÁCIDO FUMÁRICO, <span class=""allergen"">LECITINA DE SOYA</span>, SORBATO DE POTASIO, HIDRÓXIDO DE SODIO, POLIFOSFATO DE CALCIO, FOSFATO TRICALCICO, MANITOL (0,003 g EN 100 g DE CONDIMENTO), BENZOATO DE SODIO, BHTJ, AMARILLO OCASO FCF.",,,
7503021313560,sintetico,"Queso crema (leche pasteurizada de vaca, crema de leche pasteurizada de vaca, sal yodada, goma de algoarrobo, cloruro de calcio, cuajo y cultivos lácteos), crema (crema de leche pasteurizada de vaca, aceite de soya parcialmente hidrogenado, leche descremada rehidratada, estabilizador (goma guar, goma de algarrobo carboximetil-celulosa de sodio, fosfato dibásico de sodio y goma xantana) y sal yodada), azúcar refinada, huevo entero, galleta sabor chocolate (harina de trigo adicionada con ácido fólico, zinc, hierro, vitamina B1 (mononitrato de tiamina), vitamina B2 (riboflavina) vitamina B3 (niacina), azúcares, aceite vegetal, cocoa, sal yodada bicarbonato de sodio, jarabe de maíz de alta fructuosa, lecitina de Soya y saborizante artificial), jarabe sabor chocolate (agua, azúcar, glucosa, cocoa, grasa vegetal, manteca de cacao, leche descremada rehidratada, extracto de malta, carragenina y/o goma xantana, mono y diglicéridos, sorbato de potasio, propionato de sodio, saborizante artificial, colorantes artificiales (azul #1, amarilo #6, rojo #3), monoestearato de glicerilo, natamicina), harina de trigo (hierro, niacina, zinc, tiamina, riboflavina, ácido fólico, peróxido de benzoilo, azodicarbonamida, enzimas y ácido ascórbico) y margarina.",,,
7500748004177,sintetico,"AZÚCARES AÑADIDOS (DEXTROSA, JARABE DE MAIZ, AZÚCAR), ALMIDÓN MODIFICADO DE MAÍZ, ALMIDÓN [MAIZ), ÁCIDO MÁLICO, DEXTRINA DE TAPIOCA, SABORIZANTE ARTIFICIAL, AGENTE DE GLASEADO (SHELLAC), ÁCIDO CITRICO, AGENTES ABRILLANTADORES (CERA DE CARNAUBA), ACEITE MINERAL GRADO ALIMENTARIO, CERA DE ABEJA, COLORANTE ARTIFICIAL (ROJO 40). PUEDE CONTENER SOYA.",,,
7501011111028,sintetico,"MAÍZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [CHILE, SAL YODADA, MALTODEXTRINA, ALMIDON MODIFICADO, ÁCIDO CÍTRICO, AZUCAR, TOMATE, SAL DE MAR, ESPECIAS, GLUTAMATO MONOSODICO, SOLIDOS DE MAÍZ, HARINA DE MAÍŽ, HARINA DE TRIGO, DIOXIDO DE SILICIO, HIDROLIZADO DE LEVADURA, SABORIZANTE, DEXTROSA, SOIDOS DE JUGO DE LIMÓN, ROJO ALLURA AC, ÁCIDO MALICU AMARILLO OCASO FCF, EXTRACTO DE PAPRIKA, AZUL BRILLANTE FOE ACEITE VEGETAL, SUERO DE LECHE EN POLVO, INOSINATO DE SODIO TARTRAZINA, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA, FOSFATOS GUANILATO DE SODIO, CARAMELO EN POLVO, DIACETATO DE SODIO SEATO DE CALCIO, GOMA XANTANA, LACTOSA, EXTRACTO DE APIO, AGEO ACETICO, ACHIOTE, ÁCIDO FUMÁRICÓ, ACIDO LACTICO INOFEROLES, MANITOL (0,002 G/100 G DE CONDIMENTO CARAMELO CLASE IV.1, ACHIOTE.",,,
0850697002470,sintetico,"Relleno (60%) (Grasa vegetal hidrogenada, leche entera en polvo, azúcar, maltodextrina, saborizante artificial, sal yodada y antioxidantes (BHA, BHT), Galleta (40%) (<span class=""allergen"">Harina de trigo</span>, aceite vegetal, <span class=""allergen"">lecitina de soya</span>, bicarbonato de amonio, sal yodada, bicarbonato de sodio, colorantes artificiales: tartrazina (amarillo 5), amarillo ocaso FCF (amarillo 6)).",,,
75001766,sintetico,"Agua, pulpa de fresa, azúcar, ácido cítrico, sorbitol, lecitina, colorantes artificiales (Rojo 40, Amarillo 5, Amarillo 6 y Azul 1), saborizante artificial, 0,03% de benzoato de sodio y 0,005% de sorbato de potasio como conservadores, vitaminas A (equivalentes de Retinol), B1 (Tiamina) y C (Ácido ascórbico), calcio y hierro.",,,
0758104006755,sintetico,"Agua Bonafont&quot;, jugo de uva (9%), polidextrosa (fibra dietetica ), ácido cítrico , Caramelo dase IV, Concentrado Bonafont Juizzy uva (acesulfame K (6mg/100ml), sucralosa (59mg/100mL), stevia (1,7mg/100mL)), ácido tartárico, saborizantes, rojo 40 y azul 1.",,,
7501055353651,sintetico,"Agua, azucares, concentrado ciel mini sabor Naranja, jugo de Naranja de concentrado (1%), mexametafosfato de sodio, sorbato de potasio, benzoato de sodio, mezcla de sucralosa y acesulfame potasico (4mg/100g), rojo 40, Amarillo 6, EDTA disodico de calcio, Hierro, Zinc y ácido folico.",,,
7501761873740,sintetico,"HARINA DE AVENA INTEGRAL, AZÚCAR, ALMIDÓN, HARINA DE MAÍZ, <span class=""allergen"">HARINA DE TRIGO</span>, AZÚCAR MASCABADO, INULINA, JARABE DE MAÍZ DE ALTA FRUCTOSA, CLORURO DE POTASIO, FIBRA DE AVENA, SAL YODADA, CARBONATO DE CALCIO, FOSFATO DISÓDICO, VITAMINAS Y MINERALES (VITAMINA A, VITAMINA B1, VITAMINA B2, VITAMINA B6, VITAMINA B12, VITAMINA C, VITAMINA D, VITAMINA E, NIACINA, ÁCIDO FÓLICO, HIERRO, YODO, ZINC), SABORIZANTES, FOSFATO TRICÁLCICO, COLORANTES (CARAMELO CLASE IV, TARTRAZINA, AMARILLO OCASO FCF), BHT, BHA. ESTE PRODUCTO CONTIENE TRIGOY OTROS CEREALES CON GLUTEN. ELABORADO EN EQUIPO QUE PROCESA PRODUCTOS CON SOYA, <span class=""allergen"">LECHE</span>, <span class=""allergen"">HUEVO</span>, <span class=""allergen"">CACAHUATE</span>, <span class=""allergen"">NUECES DE ÁRBOLES</span> Y COCO. 8124V9 Comercializadora PepsiCo México, S. de R.L de C.V. Bosque de Duraznos No. 67, Col. Bosque de las Lomas, CP 11700 Ciudad de México.",,,
7501000111503,sintetico,"HARINA DE TRIGO (GLUTEN), JARABE DE MAIZ DE ALTA FRUCTOSA, ACEITE VEGETAL, LEVADURA, GLUTEN DE TRIGO, SAL YODADA, PROPIONATO DE CALCIO, MONO Y DIGLICERIDOS, ENZIMAS, FOSFATO MONOCÁLCICO, ÁCIDO LÁCTICO, SORBATO POTÁSICO, VITAMINA B1, VITAMINA B2, VITAMINA B3, HIERRO, ÁCIDO FÓLICO, AMARILLO 5, ROJO 40.",,,
0724865042455,sintetico,"Harina de trigo fortificada (Vit. B1, Vit. B2, Vit. B3, ácido fólico, hierro), grasa vegetal, sal yodada, azúcares añadidos (sacarosa (azúcar de caña)), enzimas, estearoil-2-lactilato de sodio, monoestearato de glicerilo, levadura, almidón de maíz, premezcla vitamínica (Vit. B1, Vit. B2, Vit. B3, ácido fólico, hierro) y harina de malta. Contiene <span class=""allergen"">gluten</span> (<span class=""allergen"">trigo</span>). Puede contener<span class=""allergen"">: leche</span>, <span class=""allergen"">huevo</span>, <span class=""allergen"">nueces de árboles</span>, colorante artificial (amarillo FD&C5), <span class=""allergen"">sulfitos</span> y <span class=""allergen"">soya</span>. No vegano.",,,
7500478030309,sintetico,"Copos de patata deshidratados, aceite vegetal, maltodextrina, harina de maíz, harina de arroz, almidón, sal, E471, ácido cítrico, glutamato monosódico, colorantes (rojo allura ac, amarillo ocaso), azúcares añadidos (azúcar), proteína vegetal hidrolizada, queso (_leche_ entera, cultivos lácticos, sal, enzimas), saborizante idéntico al natural, extracto de levadura, cebolla en polvo, saborizantes naturales, sólidos de _leche_, ajo en polvo.",,,
7501035010260,sintetico,"AGUA, AZÚCAR, SAL YODADA, SALSA PICANTE, ÁCIDO CITRICO, EMULSION DE NARANJA, GOMA XANTANA, SORBATO DE POTASIO, BENZOATO DE SODIO, ROJO ALLURA AC Y AMARILLO OCASO FCF.",,,
7501013103144,sintetico,"Agua, Azúcares Añadidos (Puré de Durazno de Concentrado 20%, Jarabe de Maíz de Alta Fructosa), Ácido Cítrico, Saborizante Idéntico al Natural a Durazno, Beta Caroteno Sintético",,,
0759686562189,sintetico,"Este envase aporta:
Otras Azucares
rasales Sodio Energ
% de los nutrimem s diarios
PALETA DE CARAMELO MACZO ACIDULADO
ENE $0OTA. PUEDE CONTENER AMAS5
OR FRESA-CFREZA, INGREDIENTES: AZUCAR, JARABEDE
MAIZ LACTATO DE SODIO, ACHLO CTRCO SARORANTES ARTIFICIALES, ROJO 40, LECITINA DE SOYA CON
$202, Heco en exico, MARCAS REGISTRA
vese en un lugar seco y fresco. E
Cudad
laborado por Barcel S.A
Cant. Mexico-Toluca km 54. Parque ustral L
sia Ade C.V., Gudad de Mexico. Para Inio Nextrimental
02018,Ulizados bajo licenciadeGup
a eliente: Lada 01800 910-2030
0r�S",,,
7790580116958,sintetico,"JARABE DE GLUCOSA, AZÚCAR, JUGO DE MANZANA 25%, ACEITE DE COCO, ACEITE DE SEMILLA DE PALMA, GELIFICANTE (GELATINA), ACIDULANTE (ÁCIDO CÍTRICO), GLASEANTE (CERA CARNAUBA), COLORANTES (TARTRAZINA (INS102), AMARILLO OCASO (INS110), AZUL BRILLANTE (INS133), ROJO ALLURA (INS129)), AROMATIZANTES.",,,
7501902770020,sintetico,"Mango, almidón modificado, ácido cítrico, sucralosa, vitamina C, sorbato de potasio, saborizante artificial y color amarillo No. 5.",,,
7622201770570,sintetico,"ADAMS
Bubbab
saBor
Mor
A
INGREDIENTES: Azucares anadidos (azucar, jarabe de maiz de alta
fructosa, glucosa), goma base, acido citrico, saborizantes, glicerina,
lecitina, goma xantana, citrato de sodio, indigotina y rojo allura AC.
CONTIENE DERIVADO DE SOYA.
HECHO EN MEXICO por Mondelez Mexico, S. de R.L. de C.V., Av. 18 de
Noviembre #1028, Camino a Manzanilla, C.P. 72304, Puebla, Pue., Mexico.
CONSERVESE EN LUGAR FRESCO Y SECO
Conserve el
ambiente
Deposite el
envase vacio
Servicio de Atencion
e Informacion:
Hidr
Mexico:
Az
Fibra d
Sodio
800 715 20 20
1OP Ver empaque
agen Bustrutive",,,
7501328126029,sintetico,"JUEGO DE PIÑA RECONSTITUIDO, JUEGO DE NARANJA RECONSTITUIDO, ÁCIDO CÍTRICO, NOPAL, PECTINA, GOMA XANTANA, APIO, PEREJIL, VERDE FD&C3(E143), SUCRALOSA.",,,
